MSV,Class,Subject
17011200,"['PHY1113 5', 'PHY3163', 'PHY3606']","['PHY3163', 'PHY1113', 'PHY3606']"
17012016,['PHY2302 5'],['PHY2302']
17014449,['MAT2301 1'],['MAT2301']
17014568,['PHY2304 1'],['PHY2304']
17015011,"['PHY2302 6', 'PHY3163', 'PHY3606']","['PHY2302', 'PHY3163', 'PHY3606']"
17017069,['MAT3305'],['MAT3305']
17017132,['BIO3302 1'],['BIO3302']
17017310,['PHY2304 5'],['PHY2304']
17018714,['PHY2304 5'],['PHY2304']
17102728,"['CHE1080 3', 'MAT2301 2']","['MAT2301', 'CHE1080']"
17102761,"['CHE1080 4', 'CHE1081 3']","['CHE1081', 'CHE1080']"
17103491,['POL1001 10'],['POL1001']
17103517,['CHE1080 5'],['CHE1080']
17104149,['MAT1091 10'],['MAT1091']
17105255,['SMP1055 1'],['SMP1055']
17105588,"['HIS1001 6', 'PHI1002 1', 'POL1001 3', 'SMP1012 8']","['HIS1001', 'SMP1012', 'PHI1002', 'POL1001']"
17105643,['CHE1057 2'],['CHE1057']
17106080,['CHE1057 2'],['CHE1057']
17106930,['CHE1077 TNH'],['CHE1077']
17108016,"['CHE1057 2', 'CHE1081 1']","['CHE1057', 'CHE1081']"
17108445,['MAT1101 6'],['MAT1101']
17108468,['CHE1080 5'],['CHE1080']
17108599,"['PHI1002 8', 'POL1001 12']","['PHI1002', 'POL1001']"
18000000,['CHE1075'],['CHE1075']
18000003,"['BIO2045 1', 'BIO2203 4', 'BIO3098']","['BIO3098', 'BIO2045', 'BIO2203']"
18000006,"['PHY2306', 'PHY3167 1']","['PHY3167', 'PHY2306']"
18000012,"['MAT3539 2', 'MAT3544 1', 'MAT3544 2']","['MAT3539', 'MAT3544']"
18000025,['BIO3252 1'],['BIO3252']
18000038,"['MAT3533', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2']","['MAT3533', 'MAT3539', 'MAT3544']"
18000061,"['EVS3244 2', 'EVS4073 2', 'PHI1002 3', 'PHY1103 12']","['EVS4073', 'PHY1103', 'PHI1002', 'EVS3244']"
18000071,"['CHE1081 6', 'MAT2403 3', 'PHI1002 3']","['CHE1081', 'PHI1002', 'MAT2403']"
18000093,['PHI1002 10'],['PHI1002']
18000164,"['MAT1090 1', 'MAT1192 2']","['MAT1192', 'MAT1090']"
18000174,"['PHY1108 3', 'PHY2304 1']","['PHY1108', 'PHY2304']"
18000176,"['PHY2302 4', 'PHY2304 7', 'PHY2306']","['PHY2302', 'PHY2306', 'PHY2304']"
18000229,"['CHE1079 2TNH', 'POL1001 2']","['CHE1079', 'POL1001']"
18000259,"['GEO3219', 'MAT1192 2', 'PHY1100 8']","['MAT1192', 'PHY1100', 'GEO3219']"
18000260,"['CHE3045', 'MAT1090 1', 'PHI1002 7']","['MAT1090', 'PHI1002', 'CHE3045']"
18000274,"['BIO2800 4CLCCNS', 'BIO3301 1CLCCNS']","['BIO3301', 'BIO2800']"
18000307,"['MAT2406', 'MAT3452 1', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2']","['MAT3544', 'MAT2406', 'MAT3452', 'MAT3539']"
18000311,['MAT3533'],['MAT3533']
18000314,"['EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5', 'POL1001 2']","['EVS3240', 'EVS3232', 'POL1001']"
18000321,"['CHE1075', 'CHE1091 1']","['CHE1075', 'CHE1091']"
18000326,"['CHE2114', 'CHE3300 1', 'MAT1092 1']","['MAT1092', 'CHE2114', 'CHE3300']"
18000329,"['MAT2306 2', 'MAT3300 1', 'MAT3500 1', 'MAT3514 1', 'MAT3539 1']","['MAT3300', 'MAT2306', 'MAT3514', 'MAT3500', 'MAT3539']"
18000333,['EVS4073 1'],['EVS4073']
18000338,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 1CLCCNS', 'BIO2514 2CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'MAT1101 5', 'MAT1259 TNS']","['BIO2089', 'MAT1259', 'BIO2504', 'MAT1101', 'BIO2514', 'BIO3377', 'BIO3257', 'BIO3701']"
18000339,"['CHE1057 3', 'EVS3245 1', 'EVS4071 1', 'MAT1101 7', 'PHY1100 10', 'PHY1103 10']","['PHY1100', 'CHE1057', 'MAT1101', 'EVS4071', 'PHY1103', 'EVS3245']"
18000380,"['MAT2407 2', 'MAT3452 1', 'MAT3539 1']","['MAT2407', 'MAT3452', 'MAT3539']"
18000389,['PHY2304 1'],['PHY2304']
18000398,['BIO3182 2CLCCNS'],['BIO3182']
18000455,['CHE1081 2'],['CHE1081']
18000481,"['MAT3533', 'MAT3539 1', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT3533', 'MAT4082', 'MAT3539', 'MAT4073']"
18000511,"['CHE1057 4', 'EVS2301 1', 'EVS4071 3', 'EVS4073 2', 'MAT1101 1', 'PHY1100 14']","['EVS4073', 'PHY1100', 'CHE1057', 'EVS2301', 'MAT1101', 'EVS4071']"
18000521,"['MAT2407 2', 'MAT3300 2', 'MAT3533', 'POL1001 11']","['MAT3300', 'MAT3533', 'MAT2407', 'POL1001']"
18000544,['POL1001 2'],['POL1001']
18000567,"['MAT2502 3CLCMTKHTT', 'MAT3535 CLCMTKHTT']","['MAT2502', 'MAT3535']"
18000590,['BIO3098'],['BIO3098']
18000595,"['BIO2045E 3CLCCNS', 'BIO3182 5CLCCNS', 'CHE1081 8']","['BIO2045E', 'CHE1081', 'BIO3182']"
18000613,"['PHY2304 6', 'PHY3508 4TNL', 'PHY3606 2TNL']","['PHY3606', 'PHY3508', 'PHY2304']"
18000621,"['MAT2303 4', 'MAT2306 1', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT2306', 'MAT2303', 'MAT4080', 'MAT3544', 'MAT3539', 'MAT4082', 'MAT4073']"
18000665,"['CHE2114', 'CHE3300 1', 'MAT1090 1', 'MAT1092 3', 'PHI1002 12']","['MAT1090', 'CHE2114', 'CHE3300', 'MAT1092', 'PHI1002']"
18000697,"['MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT']","['MAT3525', 'MAT3532']"
18000701,"['MAT2406', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT', 'MAT3533']","['MAT3525', 'MAT3533', 'MAT2406', 'MAT3532']"
18000702,['CHE1065'],['CHE1065']
18000733,"['MAT2407 2', 'MAT3373', 'MAT3533', 'MAT3539 1']","['MAT3533', 'MAT2407', 'MAT3373', 'MAT3539']"
18000757,"['BIO2045 2', 'BIO3099', 'BIO3169']","['BIO3169', 'BIO2045', 'BIO3099']"
18000762,"['CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD']","['CHE2018', 'CHE2019']"
18000767,['CHE1081 8'],['CHE1081']
18000842,['PHY2304 6'],['PHY2304']
18000888,['PHY1108 5'],['PHY1108']
18000899,"['BIO2203 1', 'PHY1100 12']","['PHY1100', 'BIO2203']"
18000908,"['BIO3301 2CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']","['BIO3345', 'BIO3330', 'BIO3301']"
18000929,['CHE1079 2TNH'],['CHE1079']
18000951,"['CHE3045', 'CHE3300 1']","['CHE3300', 'CHE3045']"
18000956,"['CHE1080 1', 'PHY1108 1', 'PHY2304 3']","['PHY2304', 'PHY1108', 'CHE1080']"
18000957,"['BIO2201 1', 'BIO2202 1', 'BIO3252 3', 'CHE1080 2']","['BIO3252', 'BIO2201', 'BIO2202', 'CHE1080']"
18000972,['PHY2306'],['PHY2306']
18000973,['PHY2306'],['PHY2306']
18001015,"['EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5']","['EVS3240', 'EVS3232']"
18001018,"['CHE1048', 'CHE1067 3', 'CHE1069 1', 'CHE1069 10', 'CHE1069 11', 'CHE1069 12', 'CHE1069 2', 'CHE1069 3', 'CHE1069 4', 'CHE1069 5', 'CHE1069 6', 'CHE1069 7', 'CHE1069 8', 'CHE1069 9']","['CHE1069', 'CHE1048', 'CHE1067']"
18001059,['MAT2318 1'],['MAT2318']
18001071,"['BIO2800 1CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']","['BIO3345', 'BIO3330', 'BIO2800']"
18001097,"['MAT2308', 'MAT2403 1', 'MAT3452 1', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2']","['MAT2308', 'MAT3544', 'MAT3525', 'MAT3452', 'MAT3539', 'MAT3532', 'MAT2403']"
18001106,"['PHY3508 2', 'PHY3606', 'PHY3608']","['PHY3608', 'PHY3508', 'PHY3606']"
18001126,"['CHE1080 2', 'PHY1100 14', 'PHY1103 6']","['PHY1103', 'PHY1100', 'CHE1080']"
18001179,['BIO3258 1'],['BIO3258']
18001199,['POL1001 10'],['POL1001']
18001200,"['BIO3258 1', 'BIO3304 2', 'MAT1090 1']","['MAT1090', 'BIO3304', 'BIO3258']"
18001207,"['MAT3539 1', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT4082', 'MAT4080', 'MAT4073', 'MAT3539']"
18001210,['PHI1002 7'],['PHI1002']
18001240,"['MAT1101 9', 'MAT1192 4', 'PHY1100 9']","['MAT1192', 'PHY1100', 'MAT1101']"
18001244,['BIO3304 1'],['BIO3304']
18001258,"['EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5']","['EVS3240', 'EVS3232']"
18001260,['PHI1002 10'],['PHI1002']
18001289,['HIS1056 1'],['HIS1056']
18001304,"['MAT3539 1', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT4082', 'MAT4080', 'MAT4073', 'MAT3539']"
18001317,"['GEO3219', 'HIS1056 10', 'MAT1091 7', 'MAT1092 3', 'PHY1103 1']","['GEO3219', 'MAT1091', 'MAT1092', 'PHY1103', 'HIS1056']"
18001328,['PHY1161 1CTĐB'],['PHY1161']
18001343,"['MAT3452 1', 'MAT3514 2', 'POL1001 7']","['MAT3514', 'POL1001', 'MAT3452']"
18001344,"['BIO3301 2CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']","['BIO3345', 'BIO3330', 'BIO3301']"
18001379,"['EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5']","['EVS3240', 'EVS3232']"
18001392,"['PHY2004', 'PHY2302 3']","['PHY2004', 'PHY2302']"
18001423,"['MAT3452 1', 'MAT3514 2', 'MAT3539 1']","['MAT3514', 'MAT3452', 'MAT3539']"
18001456,"['MAT2301 1', 'MAT4072']","['MAT2301', 'MAT4072']"
18001461,"['MAT2301 1', 'MAT3300 3TNT', 'MAT4072']","['MAT2301', 'MAT4072', 'MAT3300']"
18001468,"['MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT4073', 'MAT4082']"
18001486,"['BIO2201 4', 'BIO3301 1CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']","['BIO3345', 'BIO3330', 'BIO3301', 'BIO2201']"
18001503,"['MAT2502 2', 'MAT3535 CLCMTKHTT', 'PHI1002 7']","['MAT2502', 'PHI1002', 'MAT3535']"
18001565,"['GEO3266', 'MAT3533', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2']","['MAT3544', 'MAT3533', 'GEO3266', 'MAT3539']"
18001615,"['BIO2400E 2CLCCNS', 'BIO3182 2CLCCNS', 'CHE1057 6CLCCNS', 'MAT1091 5', 'MAT1101 6']","['MAT1091', 'BIO3182', 'CHE1057', 'BIO2400E', 'MAT1101']"
18001628,"['MAT3318 2TNT', 'MAT3322 TNT', 'MAT3334', 'MAT3344 1', 'MAT4072']","['MAT3344', 'MAT4072', 'MAT3322', 'MAT3318', 'MAT3334']"
18001650,"['BIO3252 1', 'POL1001 12']","['BIO3252', 'POL1001']"
18001669,"['MAT2308', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT']","['MAT3525', 'MAT2308', 'MAT3532']"
18001677,['HMO3204'],['HMO3204']
18001679,"['GEO2059 1', 'GLO2056', 'GLO2066', 'MAT1192 1', 'PHY1100 7', 'PHY1103 11']","['GLO2056', 'GLO2066', 'GEO2059', 'PHY1100', 'MAT1192', 'PHY1103']"
18001710,['BIO2215E 1CLCCNS'],['BIO2215E']
18001726,"['PHY2302 1', 'PHY2306']","['PHY2302', 'PHY2306']"
18001728,['GEO3263'],['GEO3263']
18001736,"['MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT4073', 'MAT4082']"
18001739,"['MAT3500 3CLCMTKHTT', 'MAT3535 CLCMTKHTT', 'PHI1002 3']","['PHI1002', 'MAT3535', 'MAT3500']"
18001740,['CHE1075'],['CHE1075']
18001741,"['CHE1057 4', 'EVS3242 3', 'MAT1092 7']","['MAT1092', 'CHE1057', 'EVS3242']"
18001763,"['MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT4073', 'MAT4082']"
18001767,"['CHE2110E TTH', 'CHE2113 2TTH']","['CHE2110E', 'CHE2113']"
18001788,"['CHE1080 3', 'PHY2306']","['PHY2306', 'CHE1080']"
18001803,['PHY1100 7'],['PHY1100']
18001813,"['GEO3219', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1091 2']","['GEO3219', 'GEO3276', 'GEO3270', 'MAT1091', 'GEO3293']"
18001814,"['MAT3539 2', 'MAT3544 1', 'MAT3544 2']","['MAT3539', 'MAT3544']"
18001815,['MAT1092 7'],['MAT1092']
18001841,"['EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5']","['EVS3240', 'EVS3232']"
18001855,['BIO2210 6'],['BIO2210']
18001877,"['BIO3258 3', 'CHE1057 2', 'HIS1001 1', 'PHI1002 10']","['HIS1001', 'CHE1057', 'PHI1002', 'BIO3258']"
18001886,['BIO3258 1'],['BIO3258']
18001887,"['MAT3500 2', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT3500', 'MAT3544', 'MAT3539', 'MAT4082', 'MAT4073']"
18001899,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'CHE1065', 'CHE1075', 'MAT1101 12']","['CHE1065', 'CHE1075', 'CHE1052', 'CHE1054', 'MAT1101']"
18001902,"['BIO2088 1', 'BIO3098', 'BIO3302 1', 'PHI1002 4']","['BIO3302', 'BIO3098', 'BIO2088', 'PHI1002']"
18001946,['MAT3305'],['MAT3305']
18001996,"['CHE1057 4', 'EVS3242 1', 'MAT1091 2', 'MAT1101 14', 'PHY1100 12', 'PHY1103 1']","['MAT1091', 'PHY1100', 'EVS3242', 'CHE1057', 'MAT1101', 'PHY1103']"
18002012,"['PHY2302 5', 'PHY2306']","['PHY2302', 'PHY2306']"
18002033,"['PHY2302 3', 'PHY3301 1']","['PHY2302', 'PHY3301']"
18002036,['PHY2304 1'],['PHY2304']
18002099,"['BIO2202 2', 'BIO3304 2', 'CHE1057 4', 'HIS1056 9', 'PHY1103 5']","['CHE1057', 'BIO3304', 'BIO2202', 'PHY1103', 'HIS1056']"
18002102,"['CHE1080 3', 'HMO3204', 'HMO3302', 'HMO3303', 'PHY1100 2']","['HMO3204', 'PHY1100', 'HMO3303', 'HMO3302', 'CHE1080']"
18002119,['PHY2304 1'],['PHY2304']
18002132,"['BIO2800 5CLCCNS', 'BIO3301 2CLCCNS', 'BIO3803E 2CLCCNS', 'MAT1091 1', 'MAT1101 5']","['BIO3301', 'BIO3803E', 'MAT1091', 'MAT1101', 'BIO2800']"
18002136,"['PHY2206 1', 'PHY2306', 'PHY3167 1']","['PHY2206', 'PHY3167', 'PHY2306']"
18002152,"['PHY1108 1', 'PHY2306']","['PHY1108', 'PHY2306']"
18002157,['PHY1108 5'],['PHY1108']
18002176,"['BIO3098', 'CHE1057 2']","['BIO3098', 'CHE1057']"
18002188,['CHE3300 1'],['CHE3300']
18002196,"['CHE1080 3', 'CHE1081 6', 'EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'PHY1103 6']","['EVS2017', 'EVS2051', 'PHY1103', 'EVS2051E', 'CHE1081', 'CHE1080']"
18002211,['HIS1056 5'],['HIS1056']
18002231,"['CHE1077 TNH', 'CHE1095E TTH', 'CHE1096 1', 'CHE1096 10CLCHD', 'CHE1096 11CLCHD', 'CHE1096 12CLCHD', 'CHE1096 13CLCHD', 'CHE1096 14CLCHD', 'CHE1096 15TNH', 'CHE1096 16TTH', 'CHE1096 17TTH', 'CHE1096 18TTH', 'CHE1096 19TTH', 'CHE1096 2', 'CHE1096 3', 'CHE1096 4CLCCNH', 'CHE1096 5CLCCNH', 'CHE1096 6CLCCNH', 'CHE1096 7CLCCNH', 'CHE1096 8CLCCNH', 'CHE1096 9CLCCNH', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['CHE1077', 'PHY2000', 'CHE1095E', 'CHE1096', 'PHY2000E', 'PHY1161']"
18002233,"['CHE1081 4', 'EVS3242 1', 'EVS4073 2', 'PHY1100 12', 'PHY1103 1']","['EVS4073', 'PHY1100', 'EVS3242', 'CHE1081', 'PHY1103']"
18002246,"['HIS1001 7', 'MAT3533', 'MAT3539 1', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2', 'PHI1002 10']","['MAT3533', 'MAT3544', 'MAT3539', 'HIS1001', 'PHI1002']"
18002252,"['CHE1075', 'CHE1079', 'CHE2021']","['CHE1079', 'CHE1075', 'CHE2021']"
18002253,['BIO2201 3'],['BIO2201']
18002265,"['PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9']","['PHI1006', 'PHI1002']"
18002274,['PHY2004'],['PHY2004']
18002277,['PHY1012 TNL'],['PHY1012']
18002302,"['BIO2203 1', 'BIO3258 1']","['BIO3258', 'BIO2203']"
18002331,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'MAT1092 1', 'PHI1002 1', 'PHY1103 10']","['MAT1092', 'CHE1052', 'CHE1054', 'PHY1103', 'PHI1002']"
18002340,"['CHE1081 2', 'EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5']","['EVS3240', 'EVS3232', 'CHE1081']"
18002341,"['BIO2045 1', 'GEO1050 1']","['BIO2045', 'GEO1050']"
18002358,"['MAT3365', 'MAT3372', 'MAT3514 2', 'MAT3539 1', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT3514', 'MAT4080', 'MAT3372', 'MAT3539', 'MAT4082', 'MAT3365', 'MAT4073']"
18002391,"['BIO2088 1', 'BIO3201 1', 'MAT1090 1']","['BIO2088', 'BIO3201', 'MAT1090']"
18002469,"['BIO2203 1', 'BIO3099', 'BIO3169']","['BIO3099', 'BIO3169', 'BIO2203']"
18002480,"['PHY2304E QTL', 'PHY3508 2']","['PHY2304E', 'PHY3508']"
18002505,"['MAT2403 3', 'MAT3507', 'MAT3535 CLCMTKHTT']","['MAT3507', 'MAT3535', 'MAT2403']"
18002541,"['MAT1101 7', 'POL1001 9']","['POL1001', 'MAT1101']"
18002576,"['CHE1052 3CLCCNH', 'CHE1091 8CLCCNH', 'CHE1092', 'CHE1092 2TNH', 'PHI1002 11']","['CHE1092', 'CHE1052', 'PHI1002', 'CHE1091']"
18002598,"['MAT2034', 'MAT2403 3', 'MAT3452 2', 'MAT3514 2', 'MAT3539 1']","['MAT3514', 'MAT3539', 'MAT3452', 'MAT2034', 'MAT2403']"
18002665,"['CHE1065', 'CHE1075']","['CHE1075', 'CHE1065']"
18002697,"['CHE1091 1', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE2021', 'CHE3253', 'CHE3254', 'MAT1092 7']","['CHE2018', 'CHE3254', 'CHE3253', 'MAT1092', 'CHE1091', 'CHE2021', 'CHE2019']"
18002721,"['CHE1080 1', 'CHE1081 4']","['CHE1081', 'CHE1080']"
18002740,['BIO3301 1CLCCNS'],['BIO3301']
18002746,"['BIO2088 4', 'BIO3098']","['BIO3098', 'BIO2088']"
18002752,"['MAT2411E 1CLCMTKHTT', 'MAT3535 CLCMTKHTT']","['MAT2411E', 'MAT3535']"
18002815,['MAT1091 3'],['MAT1091']
18002841,"['EVS3409', 'EVS3410', 'EVS4073 2']","['EVS4073', 'EVS3410', 'EVS3409']"
18002853,"['EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5']","['EVS3240', 'EVS3232']"
18002876,"['PHY2302 3', 'PHY3508 3', 'PHY3606', 'PHY3608']","['PHY2302', 'PHY3608', 'PHY3508', 'PHY3606']"
18002880,['BIO3098'],['BIO3098']
18002895,"['MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT4073', 'MAT4082']"
18002897,"['CHE1067 1CLCHD', 'CHE2030E 2CLCHD', 'CHE2061 1CLCHD', 'CHE2061 2CLCHD', 'CHE2061 3CLCHD', 'CHE2061 4CLCHD', 'CHE2061 5CLCHD', 'CHE2102 CTĐB', 'CHE2114', 'CHE3283 2CLCHD', 'CHE3286 1', 'CHE3286 2', 'CHE3286 3CLCCNH', 'CHE3286 4CLCHD', 'MAT1101 11']","['CHE2114', 'CHE2061', 'CHE2030E', 'CHE3283', 'CHE3286', 'MAT1101', 'CHE2102', 'CHE1067']"
18002899,"['MAT3533', 'POL1001 7']","['MAT3533', 'POL1001']"
18002943,"['MAT3300 2', 'MAT3533']","['MAT3300', 'MAT3533']"
18002953,"['MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT4073', 'MAT4082']"
18002957,"['PHY1108 4', 'PHY2302 6', 'PHY2304 4', 'PHY2306']","['PHY2302', 'PHY2306', 'PHY1108', 'PHY2304']"
18002966,['MAT4072'],['MAT4072']
18002972,"['MAT2308', 'MAT2403 1', 'MAT3514 1', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2', 'PHY2302 3']","['MAT2308', 'MAT3514', 'MAT3544', 'MAT3525', 'PHY2302', 'MAT3539', 'MAT3532', 'MAT2403']"
18002982,['EVS3248'],['EVS3248']
18003000,"['PHY1108 4', 'PHY2206 2', 'PHY2306']","['PHY2206', 'PHY1108', 'PHY2306']"
18003005,['BIO3098'],['BIO3098']
18003013,['MAT1192 4'],['MAT1192']
18003023,['BIO2088 1'],['BIO2088']
18003032,"['MAT2308', 'MAT2406', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT']","['MAT3525', 'MAT2308', 'MAT2406', 'MAT3532']"
18003041,"['BIO3257 TNS', 'CHE1057 4']","['CHE1057', 'BIO3257']"
18003053,"['MAT2301 2', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2', 'MAT4073', 'MAT4080', 'MAT4082', 'PHY1108 3', 'PHY2302 6', 'PHY2304 2']","['PHY1108', 'MAT4080', 'MAT3544', 'PHY2302', 'PHY2304', 'MAT3539', 'MAT4082', 'MAT2301', 'MAT4073']"
18003067,"['CHE1081 1', 'EVS3241', 'EVS3242 2', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'EVS4071 4', 'PHI1002 5']","['EVS3459', 'EVS3460', 'EVS3242', 'EVS3241', 'CHE1081', 'EVS4071', 'EVS3455', 'PHI1002', 'EVS3464']"
18003076,['MAT3452 1'],['MAT3452']
18003085,['PHY1100 7'],['PHY1100']
18003089,"['MAT3452 1', 'PHY2302 2', 'PHY2306', 'PHY3302']","['PHY2302', 'PHY3302', 'MAT3452', 'PHY2306']"
18003123,['MAT3533'],['MAT3533']
18003155,"['BIO2088 1', 'BIO3302 1', 'CHE1081 2', 'MAT3500 2']","['BIO3302', 'BIO2088', 'CHE1081', 'MAT3500']"
18003171,"['GEO3219', 'GEO3270', 'GEO3276', 'GEO3293', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'MAT1101 4', 'PHY1103 12']","['GEO4074', 'GEO4071', 'GEO3219', 'GEO4075', 'GEO3276', 'PHY1103', 'GEO3270', 'GEO3403', 'GEO4070', 'GEO4073', 'GEO4057', 'MAT1101', 'GEO3293']"
18003187,['MAT4072'],['MAT4072']
18003206,['BIO3252 1'],['BIO3252']
18003212,['POL1001 2'],['POL1001']
18003216,"['MAT3500 2', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT3500', 'MAT3544', 'MAT3539', 'MAT4082', 'MAT4073']"
18003227,"['MAT2306 1', 'MAT3533', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT2306', 'MAT3533', 'MAT4080', 'MAT3544', 'MAT3539', 'MAT4082', 'MAT4073']"
18003237,['MAT1092 7'],['MAT1092']
18003248,"['BIO2400E 6CLCCNS', 'BIO3182 2CLCCNS', 'MAT3525', 'MAT3532 1CLCMTKHTT', 'MAT3532 2CLCMTKHTT', 'MAT3532 3CLCMTKHTT', 'MAT3532 4CLCMTKHTT', 'MAT3533', 'MAT3539 2', 'MAT3544 1', 'MAT3544 2']","['MAT3533', 'BIO3182', 'MAT3544', 'MAT3525', 'BIO2400E', 'MAT3539', 'MAT3532']"
18003268,"['CHE1057 1', 'EVS2109', 'EVS2302 2', 'EVS3242 2', 'MAT1090 2', 'PHY1100 2', 'POL1001 5']","['EVS2302', 'MAT1090', 'EVS2109', 'EVS3242', 'PHY1100', 'POL1001', 'CHE1057']"
18003270,"['PHY1108 1', 'PHY2304 4', 'PHY2306']","['PHY2306', 'PHY1108', 'PHY2304']"
18003291,['MAT4072'],['MAT4072']
18003308,"['MAT2306 2', 'MAT3300 2', 'MAT3306', 'MAT3344 1', 'MAT3347 1']","['MAT3300', 'MAT3344', 'MAT3347', 'MAT2306', 'MAT3306']"
18003357,"['MAT3500 2', 'MAT3506', 'MAT4073', 'MAT4080', 'MAT4082']","['MAT4080', 'MAT3500', 'MAT4082', 'MAT3506', 'MAT4073']"
18003363,['BIO3252 1'],['BIO3252']
